Location,distance_f,distance_u,seed1,Year.1,team_fav,power_fav,seed2,team_under,power_under,win_home,W-L%_f,SRS_f,SOS_f,w-l%_pct_conf_f,PTS/G_f,PTSopp/G_,FG/G_f,FGA/G_f,FG%_f,3P/G_f,3PA/G_f,3P%_f,FT/G_f,FTA/G_f,ORB/G_f,TRB/G_f,AST/G_f,STL/G_f,BLK/G_f,TOV/G_f,PF/G_f,W-L%_u,SRS_u,SOS_u,w-l%_pct_conf_u,PTS/G_u,PTSopp/G_u,FG/G_u,FGA/G_u,FG%_u,3P/G_u,3PA/G_u,3P%_u,FT/G_u,FTA/G_u,ORB/G_u,TRB/G_u,AST/G_u,STL/G_u,BLK/G_u,TOV/G_u,PF/G_u
"Columbus, OH",0,0,5,2015,West Virginia,1,12,Buffalo,1,1,0.697,7.93,1.6,0.666666667,74.60606061,68.27272727,25.36363636,58.24242424,0.435,6.03030303,17.66666667,0.341,17.84848485,24.81818182,12.72727273,38.18181818,13.12121212,7.515151515,4,11.45454545,18.57575758,0.714,15.12,9.29,0.8,72.62857143,66.8,24.91428571,61.08571429,0.408,22.7,20.54285714,0.316,16.31428571,24.65714286,16.42857143,36.34285714,14.11428571,10.74285714,9.6,12.94285714,23.45714286
"Louisville, KY",1,2,6,2015,Southern Methodist,0,11,UCLA,1,0,0.611,12.07,8.27,0.941176471,71.94444444,68.13888889,25.83333333,58.30555556,0.443,15.92857143,16.83333333,0.368,14.08333333,20.83333333,12.22222222,37.97222222,13.83333333,6.611111111,9.928571429,11.94444444,17.91666667,0.611,12.07,8.27,0.611111111,71.94444444,68.13888889,25.83333333,58.30555556,0.443,6.194444444,16.83333333,0.368,14.08333333,20.83333333,12.22222222,37.97222222,13.83333333,6.611111111,3.861111111,11.94444444,17.91666667
"Pittsburgh, PA",1,2,6,2015,Butler,0,11,Texas,1,1,0.676,16.64,8.62,0.8125,69,60.97058824,23.94117647,55.35294118,0.433,17.45454545,15.88235294,0.356,15.47058824,22.55882353,12,36.44117647,11.38235294,6.382352941,9.363636364,11.05882353,17.41176471,0.588,16.16,9.07,0.444444444,67.35294118,60.26470588,23.41176471,54.02941176,0.433,6.235294118,18.41176471,0.339,14.29411765,19.73529412,15.08571429,39.73529412,13,3.764705882,7.794117647,12.79411765,16.32352941
"Jacksonville, FL",1,2,6,2015,Xavier,0,11,Mississippi,1,1,0.622,15.42,9.48,0.8125,73.2972973,67.35135135,25.83783784,54.35135135,0.475,16.71428571,18,0.351,15.2972973,20.94594595,9.837837838,34.64864865,16.10810811,6.027027027,7.571428571,12.08108108,17.86486486,0.618,11.39,7.01,0.611111111,72.79411765,68.41176471,24.94117647,58.91176471,0.423,6.470588235,19.47058824,0.332,16.44117647,21.26470588,12.94444444,37.76470588,13.23529412,6.617647059,3.764705882,11.11764706,19.64705882
"Columbus, OH",0,1,6,2015,Providence,1,11,Dayton,0,0,0.75,10.98,4.06,0.722222222,67.75,60.83333333,22.5,48.75,0.462,6.638888889,18.61111111,0.357,16.11111111,23.5,11.18918919,31.13888889,13.61111111,6.944444444,2.527777778,11.52777778,15.91666667,0.647,13.71,9.5,0.764705882,69.70588235,65.5,24.35294118,55.55882353,0.438,14.25,16.05882353,0.313,15.97058824,22.58823529,12.08823529,36.11764706,13.94117647,7.117647059,12.91666667,11.97058824,18.47058824
"Jacksonville, FL",0,1,6,2015,Xavier,0,14,Georgia State,1,0,0.714,5.47,-2.03,0.75,71.4,62.4,25.77142857,53.65714286,0.48,4.971428571,14.91428571,0.333,14.88571429,20.54285714,9.2,31.88571429,13.68571429,9.171428571,4.085714286,10.45714286,18.34285714,0.622,15.42,9.48,0.8125,73.2972973,67.35135135,25.83783784,54.35135135,0.475,16.71428571,18,0.351,15.2972973,20.94594595,9.837837838,34.64864865,16.10810811,6.027027027,7.571428571,12.08108108,17.86486486
"Portland, OR",2,2,7,2015,Virginia Commonwealth,0,10,Ohio State,1,0,0.722,12.79,6.1,0.75,72.47222222,65.77777778,24.88888889,59.41666667,0.419,29.3,23.72222222,0.343,14.55555556,22.13888889,12.33333333,35.47222222,12.66666667,9.5,15.3,10.63888889,19.16666667,0.686,19.68,7.37,0.611111111,75.28571429,62.97142857,27.54285714,57,0.483,6.742857143,18.2,0.37,13.45714286,19.8,11.05714286,35.45714286,15.25714286,7.6,5.085714286,11.31428571,16.08571429
"Omaha, NE",1,0,7,2015,Wichita State,1,10,Indiana,1,0,0.588,12.94,7.2,0.5,77.44117647,71.70588235,27.14705882,58.5,0.464,9.382352941,23.11764706,0.406,13.76470588,19.14705882,11.97058824,36,13.91176471,5,3.176470588,11.52941176,17.82352941,0.857,15.56,3.68,1,70.28571429,57.37142857,24.57142857,55.22857143,0.445,47.8,19.14285714,0.357,14.31428571,20.42857143,11.85714286,35.57142857,13.6,7.142857143,26.8,9.342857143,16.77142857
"Charlotte, NC",0,1,7,2015,Michigan State,1,10,Georgia,1,0,0.636,12.42,8.6,0.611111111,68.18181818,64.36363636,22.63636364,52.42424242,0.432,5.575757576,16.3030303,0.342,17.33333333,25.03030303,10.90909091,38.18181818,12.45454545,5.545454545,4.575757576,12.72727273,18.42424242,0.692,17.46,10,0.75,71.1025641,63.64102564,26,55.92307692,0.465,24.5,19.56410256,0.385,11.56410256,18.30769231,11.17948718,37.38461538,16.56410256,5.205128205,14.66666667,11.30769231,18.92307692
"Seattle, WA",2,2,7,2015,Iowa,1,10,Davidson,1,0,0.75,11.97,3.19,0.777777778,79.03125,69.40625,28.0625,60.125,0.467,10.71875,27.40625,0.391,12.1875,17.28125,9,35.75,17.09375,5.34375,2.90625,9.46875,18.78125,0.886,12.54,2,1,65.17142857,54.62857143,22.17142857,46.22857143,0.48,64.25,18.42857143,0.398,13.48571429,18.4,7.285714286,30.6,11.8,5.914285714,21,10.37142857,14.51428571
"Charlotte, NC",2,1,8,2015,San Diego State,0,9,St. John's (NY),1,1,0.75,11.81,4.24,0.941176471,61.83333333,53.86111111,22.22222222,53.22222222,0.418,21,16.41666667,0.32,12.13888889,19.27777778,12.19444444,35.27777778,10.47222222,6.861111111,19.88888889,11.38888889,14.05555556,0.636,11.85,9.04,0.555555556,71,67.87878788,25.3030303,57.27272727,0.442,6,17.24242424,0.348,14.39393939,20.81818182,10.18181818,35.27272727,12.36363636,7.454545455,6.363636364,10.66666667,17.78787879
"Louisville, KY",0,0,8,2015,Cincinnati,1,9,Purdue,1,1,0.676,10.72,4.4,0.833333333,62.14705882,55.82352941,22.38235294,50.14705882,0.446,15.18181818,14.91176471,0.329,12.47058824,18.61764706,11.26470588,34.64705882,11.58823529,6.529411765,16.81818182,12.70588235,14.91176471,0.618,12.93,7.64,0.666666667,69.85294118,64.55882353,24.32352941,54.11764706,0.449,5.735294118,17.55882353,0.327,15.41176471,22.55882353,9.828571429,36.73529412,14.85294118,5.441176471,5.205882353,13.05882353,18.88235294
"Omaha, NE",1,0,8,2015,Oregon,1,9,Oklahoma State,1,1,0.722,11.43,7.65,0.894736842,75.36111111,70.83333333,27.55555556,59.52777778,0.463,26.3,20.16666667,0.362,12.94444444,17.02777778,10.33333333,36.05555556,14.11111111,5.75,15.7,11.69444444,18.19444444,0.563,12.95,9.63,0.444444444,67.5,62.84375,22.90625,52.09375,0.44,7.0625,20.21875,0.349,14.625,20.15625,8.96875,32.46875,11.4375,7.90625,4.875,12.25,19.1875
"Pittsburgh, PA",2,1,8,2015,North Carolina State,1,9,Louisiana State,1,0,0.667,11.39,5.63,0.611111111,73.42424242,67.66666667,27.03030303,59.45454545,0.455,5.727272727,16.90909091,0.339,13.63636364,19.93939394,12.15151515,39.21212121,15.63636364,7.272727273,6.181818182,14.42424242,15.63636364,0.611,14.11,9.72,0.7,70.13888889,65.75,24.86111111,57.05555556,0.436,16.85714286,18.36111111,0.357,13.86111111,20.19444444,12.08333333,38.02777778,11.52777778,3.833333333,13.14285714,10.41666667,17.69444444
"Dayton, OH",2,1,11,2015,Brigham Young,0,11,Mississippi,1,0,0.714,13.53,5.02,0.8125,83.74285714,73.17142857,27.88571429,59.71428571,0.467,30,21.8,0.393,19.4,25.31428571,12.02857143,38.54285714,16.97142857,7.342857143,10.3,11.91428571,20.6,0.618,11.39,7.01,0.611111111,72.79411765,68.41176471,24.94117647,58.91176471,0.423,6.470588235,19.47058824,0.332,16.44117647,21.26470588,12.64705882,37.76470588,13.23529412,6.617647059,3.764705882,11.11764706,19.64705882
"Dayton, OH",2,1,11,2015,Mississippi,1,11,Brigham Young,1,1,0.714,13.53,5.02,0.722222222,83.74285714,73.17142857,27.88571429,59.71428571,0.467,8.571428571,21.8,0.393,19.4,25.31428571,13.22857143,38.54285714,16.97142857,7.342857143,2.942857143,11.91428571,20.6,0.618,11.39,7.01,0.5625,72.79411765,68.41176471,24.94117647,58.91176471,0.423,16.92307692,19.47058824,0.332,16.44117647,21.26470588,12.64705882,37.76470588,13.23529412,6.617647059,9.846153846,11.11764706,19.64705882
"Louisville, KY",0,2,11,2015,UCLA,1,14,Alabama-Birmingham,1,1,0.556,1.94,1.62,0.666666667,68.77777778,68.11111111,24.25,56.72222222,0.428,5.611111111,16.86111111,0.333,14.66666667,19.86111111,12.05555556,36.72222222,14.33333333,6.583333333,5.111111111,13.38888889,17.5,0.611,12.07,8.27,0.941176471,71.94444444,68.13888889,25.83333333,58.30555556,0.443,15.92857143,16.83333333,0.368,14.08333333,20.83333333,12.22222222,37.97222222,13.83333333,6.611111111,9.928571429,11.94444444,17.91666667
"Dayton, OH",0,2,16,2015,Robert Morris,0,16,North Florida,0,1,0.571,-3.02,-3.5,0.625,68.97142857,68.48571429,24.4,55.02857143,0.443,14.73333333,16.85714286,0.375,13.85714286,19.54285714,10.48571429,33.2,12.22857143,8.571428571,6.666666667,13.34285714,18.57142857,0.657,-0.82,-5.94,0.857142857,75.74285714,68.14285714,25.62857143,54.57142857,0.47,9.057142857,23.14285714,0.391,15.42857143,21.34285714,9.685714286,34.82857143,14.45714286,6.114285714,4.171428571,12.45714286,16.22857143
"Anaheim, CA",0,2,1,2014,Arizona,1,2,Wisconsin,1,0,0.868,23.36,9.04,1,72.86842105,58.55263158,26.21052632,55.86842105,0.469,40.8,14.76315789,0.364,15.07894737,22.89473684,12.23684211,38.13157895,15.10526316,5.868421053,34.6,10.18421053,16.57894737,0.789,19.69,10.19,0.666666667,73.5,64,24.39473684,53.13157895,0.459,7.815789474,20.78947368,0.376,16.89473684,22.65789474,8.868421053,33.31578947,12.31578947,4.815789474,3.342105263,8.078947368,15.10526316
"San Diego, CA",0,1,1,2014,Arizona,1,16,Weber State,0,1,0.868,23.36,9.04,1,72.86842105,58.55263158,26.21052632,55.86842105,0.469,40.8,14.76315789,0.364,15.07894737,22.89473684,12.23684211,38.13157895,15.10526316,5.868421053,34.6,10.18421053,16.57894737,0.613,-0.92,-4.23,0.7,72.70967742,66.48387097,23.61290323,49.70967742,0.475,7.161290323,18.25806452,0.392,18.32258065,24.74193548,8.548387097,34.35483871,13.12903226,4.225806452,3.967741935,12.32258065,18
"Memphis, TN",1,2,1,2014,Florida,1,4,UCLA,1,1,0.923,20.69,8.54,1,69.92307692,57.76923077,24.23076923,52.71794872,0.46,85,18.23076923,0.359,14.92307692,22.33333333,11.20512821,35.51282051,13.05128205,7.025641026,39.33333333,10.71794872,15.66666667,0.757,18.4,7.62,0.666666667,81.16216216,70.37837838,29,59.35135135,0.489,6.189189189,16.2972973,0.38,16.97297297,22.67567568,9.945945946,35.35135135,17.18918919,9.216216216,3,10.24324324,17.62162162
"Anaheim, CA",0,0,1,2014,Arizona,1,4,San Diego State,0,1,0.868,23.36,9.04,1,72.86842105,58.55263158,26.21052632,55.86842105,0.469,40.8,14.76315789,0.364,15.07894737,22.89473684,12.23684211,38.13157895,15.10526316,5.868421053,34.6,10.18421053,16.57894737,0.861,14.95,4.86,0.888888889,70.27777778,57,24.25,55.80555556,0.435,5.166666667,14.41666667,0.358,16.61111111,25.05555556,13.05555556,37.88888889,9.888888889,7.611111111,5.083333333,9.861111111,16.66666667
"Orlando, FL",0,2,1,2014,Florida,1,9,Pittsburgh,1,1,0.923,20.69,8.54,1,69.92307692,57.76923077,24.23076923,52.71794872,0.46,85,18.23076923,0.359,14.92307692,22.33333333,11.20512821,35.51282051,13.05128205,7.025641026,39.33333333,10.71794872,15.66666667,0.722,17.46,7.54,0.611111111,71.83333333,61.91666667,24.86111111,54,0.46,5.083333333,14.5,0.351,17.02777778,23.91666667,12,35.86111111,15.63888889,7.055555556,2.972222222,10.36111111,17.22222222
"Arlington, TX",2,2,1,2014,Florida,1,7,Connecticut,1,0,0.8,17.23,8.63,0.666666667,71.825,63.225,24.275,54.075,0.449,7.175,18.525,0.387,16.1,20.725,9.305555556,34.725,12.2,7.025,5.75,11.425,17.975,0.923,20.69,8.54,1,69.92307692,57.76923077,24.23076923,52.71794872,0.46,85,18.23076923,0.359,14.92307692,22.33333333,11.20512821,35.51282051,13.05128205,7.025641026,39.33333333,10.71794872,15.66666667
"New York, NY",1,0,1,2014,Virginia,1,4,Michigan State,1,0,0.763,19.35,9.38,0.666666667,75.52631579,65.55263158,26.94736842,56.81578947,0.474,8.078947368,20.60526316,0.392,13.55263158,19.15789474,9.371428571,36.84210526,16.76315789,6.815789474,4.578947368,11.31578947,18.97368421,0.811,18.38,7.86,0.882352941,66.18918919,55.67567568,23.10810811,50.91891892,0.454,29.42857143,15.10810811,0.369,14.40540541,21.40540541,10.24324324,35.45945946,13.08108108,5.216216216,21.42857143,9.783783784,16.05405405
"St. Louis, MO",0,0,1,2014,Wichita State,0,8,Kentucky,1,0,0.725,18.07,9.9,0.666666667,74.8,66.625,25.1,55.325,0.454,5.075,15.275,0.332,19.525,28.65,14.05,40.175,11.15,4.725,5.9,11.725,18.3,0.972,16.65,1.74,1,75.16666667,59.47222222,24.88888889,53.94444444,0.461,250,19.80555556,0.351,18.44444444,25.44444444,11.63888889,38.36111111,13.63888889,6.861111111,184,10.38888889,16.97222222
"Memphis, TN",0,1,1,2014,Florida,1,11,Dayton,1,0,0.703,10.55,5.34,0.625,72.18918919,66.97297297,25.27027027,54.54054054,0.463,6.567567568,17.40540541,0.377,15.08108108,22.13513514,11.18918919,34.83783784,13.10810811,6,2.594594595,11.94594595,19.89189189,0.923,20.69,8.54,1,69.92307692,57.76923077,24.23076923,52.71794872,0.46,85,18.23076923,0.359,14.92307692,22.33333333,11.20512821,35.51282051,13.05128205,7.025641026,39.33333333,10.71794872,15.66666667
"Raleigh, NC",0,1,1,2014,Virginia,1,16,Coastal Carolina,1,1,0.618,-5.21,-6.31,0.6875,72.29411765,68.41176471,25.32352941,57.91176471,0.437,6.235294118,18.47058824,0.338,15.41176471,22.29411765,12.76470588,39.29411765,10.64705882,6.352941176,2.823529412,13.91176471,19.64705882,0.811,18.38,7.86,0.882352941,66.18918919,55.67567568,23.10810811,50.91891892,0.454,29.42857143,15.10810811,0.369,14.40540541,21.40540541,10.24324324,35.45945946,13.08108108,5.216216216,21.42857143,9.783783784,16.05405405
"Orlando, FL",2,0,1,2014,Florida,1,16,Albany (NY),1,1,0.559,-3.31,-5.22,0.5625,65.85294118,63.94117647,22.5,50.97058824,0.441,4.794117647,13.32352941,0.36,16.05882353,21.41176471,9.857142857,34.55882353,11.05882353,5.411764706,2.970588235,12.58823529,17.05882353,0.923,20.69,8.54,1,69.92307692,57.76923077,24.23076923,52.71794872,0.46,85,18.23076923,0.359,14.92307692,22.33333333,11.20512821,35.51282051,13.05128205,7.025641026,39.33333333,10.71794872,15.66666667
"Raleigh, NC",1,1,1,2014,Virginia,1,8,Memphis,1,0,0.706,13.02,7.14,0.666666667,76.88235294,70.5,28.17647059,59.08823529,0.477,5.352941176,16.23529412,0.33,15.17647059,23.55882353,12.16666667,37.29411765,17.38235294,8.647058824,4.676470588,13.20588235,18,0.811,18.38,7.86,0.882352941,66.18918919,55.67567568,23.10810811,50.91891892,0.454,29.42857143,15.10810811,0.369,14.40540541,21.40540541,10.24324324,35.45945946,13.08108108,5.216216216,21.42857143,9.783783784,16.05405405
"San Diego, CA",2,0,1,2014,Arizona,1,8,Gonzaga,1,0,0.806,15.56,5.36,0.833333333,76.69444444,65.88888889,27,54.52777778,0.495,7.083333333,17.86111111,0.397,15.61111111,22.02777778,9.527777778,35.86111111,14.58333333,6.527777778,3.944444444,11.63888889,18.30555556,0.868,23.36,9.04,1,72.86842105,58.55263158,26.21052632,55.86842105,0.469,40.8,14.76315789,0.364,15.07894737,22.89473684,12.23684211,38.13157895,15.10526316,5.868421053,34.6,10.18421053,16.57894737
"St. Louis, MO",2,0,1,2014,Wichita State,0,16,Cal Poly,1,1,0.412,-1.34,1.69,0.375,62.97058824,63.61764706,22.17647059,54.41176471,0.408,6.411764706,19.23529412,0.333,12.20588235,17.73529412,11.08823529,32.23529412,11.58823529,5.823529412,2.735294118,8.911764706,18.26470588,0.972,16.65,1.74,1,75.16666667,59.47222222,24.88888889,53.94444444,0.461,250,19.80555556,0.351,18.44444444,25.44444444,11.63888889,38.36111111,13.63888889,6.861111111,184,10.38888889,16.97222222
"Milwaukee, WI",0,1,2,2014,Michigan,1,15,Wofford,0,1,0.757,18.52,9.65,0.866666667,73.94594595,65.08108108,25.54054054,53.56756757,0.477,35.44444444,21.45945946,0.402,14.24324324,18.67567568,8.540540541,31.35135135,14.18918919,5.162162162,9.777777778,9.081081081,14.24324324,0.606,-4.32,-5.95,0.6875,66.81818182,62.24242424,24.48484848,54.66666667,0.448,5.939393939,16.48484848,0.36,11.90909091,17.93939394,9.257142857,33.03030303,12.81818182,6.212121212,1.636363636,10.63636364,17.51515152
"Milwaukee, WI",0,2,2,2014,Michigan,1,7,Texas,1,1,0.757,18.52,9.65,0.866666667,73.94594595,65.08108108,25.54054054,53.56756757,0.477,35.44444444,21.45945946,0.402,14.24324324,18.67567568,8.540540541,31.35135135,14.18918919,5.162162162,9.777777778,9.081081081,14.24324324,0.686,12.67,9.15,0.611111111,74.22857143,70.71428571,25.85714286,59.85714286,0.432,5.085714286,15.57142857,0.327,17.42857143,25.97142857,12.41176471,41.4,12.91428571,5.685714286,5.885714286,12.17142857,19.11428571
"Indianapolis, IN",0,0,2,2014,Michigan,1,11,Tennessee,1,1,0.757,18.52,9.65,0.866666667,73.94594595,65.08108108,25.54054054,53.56756757,0.477,35.44444444,21.45945946,0.402,14.24324324,18.67567568,8.540540541,31.35135135,14.18918919,5.162162162,9.777777778,9.081081081,14.24324324,0.649,17.34,7.84,0.611111111,72.21621622,61.7027027,25.05405405,55.35135135,0.453,5.540540541,17.05405405,0.325,16.56756757,23.02702703,13.54054054,38.48648649,12.75675676,5.189189189,4.648648649,10.48648649,16.67567568
"St. Louis, MO",0,2,2,2014,Kansas,1,10,Stanford,1,0,0.714,20.25,11.4,0.933333333,78.97142857,70.11428571,27.28571429,55.34285714,0.493,18.9,15.88571429,0.34,19,26.71428571,11.88571429,38.17142857,14.94285714,5.828571429,19.6,13.22857143,20.91428571,0.639,13.42,9,0.555555556,72.66666667,68.25,24.88888889,54.16666667,0.459,5.777777778,15.86111111,0.364,17.11111111,24.36111111,9.638888889,34.91666667,11.52777778,5.305555556,4.277777778,11.36111111,18.19444444
"Milwaukee, WI",0,2,2,2014,Wisconsin,1,7,Oregon,1,1,0.789,19.69,10.19,0.823529412,73.5,64,24.39473684,53.13157895,0.459,37.125,20.78947368,0.376,16.89473684,22.65789474,8.868421053,33.31578947,12.31578947,4.815789474,15.875,8.078947368,15.10526316,0.706,15.75,8.05,0.555555556,81.85294118,74.14705882,27.29411765,58.14705882,0.469,7.617647059,19.58823529,0.389,19.64705882,25.44117647,12.18918919,34.08823529,14.47058824,7.735294118,3.323529412,11.44117647,21.32352941
"Buffalo, NY",0,1,2,2014,Villanova,1,15,Milwaukee,0,1,0.853,18.97,7.5,0.9375,77.97058824,66.5,25.58823529,56.08823529,0.456,60.8,25.14705882,0.356,17.85294118,24.94117647,11.14705882,37.14705882,15.38235294,6.941176471,28.2,11.94117647,19.76470588,0.6,-1.53,-0.44,0.4375,70.42857143,70.54285714,23.08571429,53.94285714,0.428,7,21.54285714,0.325,17.25714286,23.51428571,9.8,33.77142857,13.6,5.714285714,2.428571429,13.4,18
"Buffalo, NY",0,0,2,2014,Villanova,1,7,Connecticut,1,0,0.8,17.23,8.63,0.666666667,71.825,63.225,24.275,54.075,0.449,7.175,18.525,0.387,16.1,20.725,9.675,34.725,12.2,7.025,5.75,11.425,17.975,0.853,18.97,7.5,0.9375,77.97058824,66.5,25.58823529,56.08823529,0.456,60.8,25.14705882,0.356,17.85294118,24.94117647,11.14705882,37.14705882,15.38235294,6.941176471,28.2,11.94117647,19.76470588
"Indianapolis, IN",0,0,2,2014,Michigan,1,8,Kentucky,1,0,0.725,18.07,9.9,0.666666667,74.8,66.625,25.1,55.325,0.454,5.075,15.275,0.332,19.525,28.65,12.36842105,40.175,11.15,4.725,5.9,11.725,18.3,0.757,18.52,9.65,0.866666667,73.94594595,65.08108108,25.54054054,53.56756757,0.477,35.44444444,21.45945946,0.402,14.24324324,18.67567568,8.540540541,31.35135135,14.18918919,5.162162162,9.777777778,9.081081081,14.24324324
"Arlington, TX",1,2,2,2014,Wisconsin,1,8,Kentucky,1,0,0.725,18.07,9.9,0.666666667,74.8,66.625,25.1,55.325,0.454,5.075,15.275,0.332,19.525,28.65,14.05,40.175,11.15,4.725,5.9,11.725,18.3,0.789,19.69,10.19,0.823529412,73.5,64,24.39473684,53.13157895,0.459,37.125,20.78947368,0.376,16.89473684,22.65789474,8.868421053,33.31578947,12.31578947,4.815789474,15.875,8.078947368,15.10526316
"St. Louis, MO",0,0,2,2014,Kansas,1,15,Eastern Kentucky,1,0,0.706,0.6,-4.34,0.6875,78.73529412,70.91176471,25.91176471,53.23529412,0.487,9.264705882,23.73529412,0.39,17.64705882,23.47058824,7.147058824,26,14.64705882,8.794117647,1.970588235,10.55882353,20.79411765,0.714,20.25,11.4,0.933333333,78.97142857,70.11428571,27.28571429,55.34285714,0.493,18.9,15.88571429,0.34,19,26.71428571,11.88571429,38.17142857,14.94285714,5.828571429,19.6,13.22857143,20.91428571
"Anaheim, CA",2,2,2,2014,Wisconsin,1,6,Baylor,1,1,0.684,15.8,10.11,0.5,74.81578947,67.81578947,25.23684211,55.47368421,0.455,7.368421053,19.07894737,0.386,16.97368421,24.97368421,13.81578947,38.31578947,14.81578947,5.184210526,5.315789474,11.57894737,17.05263158,0.789,19.69,10.19,0.823529412,73.5,64,24.39473684,53.13157895,0.459,37.125,20.78947368,0.376,16.89473684,22.65789474,8.868421053,33.31578947,12.31578947,4.815789474,15.875,8.078947368,15.10526316
"Milwaukee, WI",1,0,2,2014,Wisconsin,1,15,American,1,1,0.606,0.69,-3.25,0.722222222,63.06060606,59.12121212,22.66666667,46.27272727,0.49,6.272727273,16.54545455,0.379,11.45454545,16.21212121,7.03030303,29.87878788,14.90909091,6,3.333333333,14.06060606,17.18181818,0.789,19.69,10.19,0.823529412,73.5,64,24.39473684,53.13157895,0.459,37.125,20.78947368,0.376,16.89473684,22.65789474,8.868421053,33.31578947,12.31578947,4.815789474,15.875,8.078947368,15.10526316
"Buffalo, NY",0,1,3,2014,Syracuse,1,14,Western Michigan,0,1,0.824,16.05,7.25,0.888888889,67.97058824,59.17647059,24.08823529,55.08823529,0.437,27.83333333,14.85294118,0.331,14.88235294,21.02941176,13.11764706,35.29411765,11.82352941,7.970588235,28.5,9,16.05882353,0.697,1.73,-1.45,0.777777778,71.90909091,67.72727273,23.60606061,51.03030303,0.463,5.909090909,17.96969697,0.329,18.78787879,25.93939394,9.787878788,34.63636364,11.39393939,5.878787879,3.363636364,14.06060606,18.24242424
"San Antonio, TX",2,2,3,2014,Iowa State,1,14,North Carolina Central,0,1,0.778,18.52,9.88,0.9375,83.02777778,74.38888889,29.5,62.19444444,0.474,37.625,23.33333333,0.358,15.66666667,22.61111111,10.41666667,38.52777778,18.41666667,5.944444444,13.25,10.55555556,17.30555556,0.824,3.97,-8.03,0.941176471,73.91176471,59.5,24.91176471,53.88235294,0.462,5.411764706,16.02941176,0.338,18.67647059,25.64705882,11.85294118,35.20588235,14.70588235,7.705882353,4.029411765,11.44117647,19.41176471
